Question Rank,Movie ID,Movie Title,Distribution,Hype,Recency,Audience,Sentiment,Style,Drama,Thrill,Release,Action
2379,2380,Confessions of a Dangerous Mind,-0.590,1.274,1.187,-0.156,1.480,-1.799,-1.166,-0.436,0.792,-0.036
2380,2381,The Devil and Max Devlin,-0.581,0.955,2.079,-0.182,-1.053,-0.628,-0.227,-0.049,0.730,0.688
2381,2382,Armored,1.005,0.579,-0.427,-0.209,-1.154,-1.305,0.424,-0.569,1.222,0.494
2382,2383,Caveman,2.194,-0.508,0.958,0.736,0.084,0.015,-0.527,-0.260,-0.129,0.501
2383,2384,Marie Antoinette,-0.525,0.135,0.640,0.347,0.618,0.239,1.201,-1.002,-0.326,0.758
2384,2385,Next of Kin,0.593,1.248,-0.405,0.527,0.385,0.928,0.061,2.099,1.513,0.298
2385,2386,Jason Goes to Hell: The Final Friday,-0.104,-0.653,-0.546,-0.655,-1.641,-0.520,0.387,1.372,0.138,0.541
2386,2387,Hero at Large,0.507,-1.312,1.123,0.870,0.832,0.034,-0.470,-0.550,-0.188,-0.325
2387,2388,Thomas and the Magic Railroad,-0.248,0.328,1.205,0.660,-0.822,-0.689,0.033,0.087,1.386,0.943
2388,2389,Far From Heaven,1.783,-0.278,1.268,-0.409,0.197,0.247,0.487,-0.705,1.984,-0.030
2389,2390,The Kite Runner,1.579,-0.018,0.400,-1.433,0.813,-0.189,0.170,0.698,0.831,1.112
2390,2391,The Gospel,-0.022,-0.905,0.819,-0.669,-0.011,0.346,1.355,-0.323,0.263,-0.280
2391,2392,Black Sunday,0.178,0.157,0.395,0.666,-0.242,-1.140,-0.516,-0.572,-0.463,-0.205
2392,2393,3000 Miles to Graceland,0.438,-1.084,0.921,-0.258,-0.476,-2.330,1.253,-1.529,0.432,0.211
2393,2394,Pride & Glory,0.713,0.021,-0.447,0.570,-1.284,-0.662,-1.703,-1.419,-0.536,-0.808
2394,2395,The Island,1.714,0.813,0.046,-0.061,0.934,0.717,0.284,-0.133,0.827,-0.736
2395,2396,Paparazzi,-2.012,0.584,1.030,0.653,0.319,0.858,-0.449,0.105,0.322,0.656
2396,2397,Once Is Not Enough,0.459,0.696,-0.770,-0.764,0.445,1.171,0.605,-0.522,-0.635,0.450
2397,2398,High Plains Drifter,-2.277,-0.258,-1.024,-0.191,0.875,0.271,-1.849,0.495,-0.670,-0.116
2398,2399,Superman IV: The Quest for Peace,0.510,0.607,1.913,0.239,-1.902,1.698,0.388,0.006,1.121,-0.908
2399,2400,Larry the Cable Guy: Health Inspector,0.352,0.387,-1.216,0.962,-0.105,0.468,-0.603,0.267,-0.909,0.939
2400,2401,Life as a House,-0.006,-0.591,0.559,-1.251,-0.286,-0.960,0.823,0.097,-0.768,0.550
2401,2402,Cirque du Soleil: Journey of Man,0.272,0.803,0.603,-0.143,0.281,0.701,1.570,0.085,-0.175,0.064
2402,2403,Loser,0.826,0.014,0.404,-0.334,1.351,0.742,1.188,-1.264,0.500,0.672
2403,2404,View from the Top,0.818,0.543,0.204,0.814,-1.547,0.361,0.809,-0.465,-0.848,0.217
2404,2405,Continental Divide,0.755,0.192,0.392,-0.857,-0.661,1.184,-2.286,0.017,0.401,0.378
2405,2406,Half Past Dead,1.572,-0.914,-0.172,1.159,-0.212,-0.596,-1.450,1.326,0.916,1.070
2406,2407,Billy Bathgate,1.324,-0.012,-0.582,0.628,0.512,-0.638,1.075,-0.866,0.498,0.649
2407,2408,Switch,0.607,-0.099,1.028,1.180,0.283,-0.694,-2.139,0.089,-0.128,-0.096
2408,2409,A Guy Thing,0.594,-1.163,0.192,-0.674,-0.073,0.702,-1.201,0.571,-0.059,0.722
2409,2410,Cheech & Chong Still Smokin,0.622,0.331,0.261,-0.054,1.201,0.584,0.854,1.143,0.454,0.666
2410,2411,The Ghost Writer,-2.035,-0.061,-0.588,0.266,0.286,1.204,0.004,-0.418,0.541,-0.295
2411,2412,All the Pretty Horses,0.216,1.258,-0.019,0.444,-2.334,0.303,-0.107,-0.133,0.478,-1.799
2412,2413,In America,0.427,-1.028,0.635,0.652,-0.984,0.898,-1.561,0.972,0.976,0.366
2413,2414,Catch and Release,-0.502,0.365,-0.157,-0.184,0.083,-0.883,-0.187,-0.123,-0.196,1.461
2414,2415,A Perfect Getaway,-1.244,0.249,0.432,-0.513,0.541,-0.834,1.313,0.166,-0.787,-0.261
2415,2416,Drowning Mona,0.699,-0.190,1.618,1.335,-0.493,-0.374,0.342,-0.323,-0.924,-0.033
2416,2417,Mad Love,0.681,0.575,0.713,0.728,0.888,0.204,1.125,-0.407,0.947,-1.556
2417,2418,Rocket Man,0.587,-0.848,-1.190,0.682,-0.111,1.018,-2.050,1.579,-0.364,0.102
2418,2419,Reversal of Fortune,-0.515,1.189,0.294,0.683,-0.106,-0.548,0.709,-1.278,-0.135,0.168
2419,2420,African Cats,0.812,-0.219,0.171,0.601,0.412,-0.027,-1.060,-0.727,-0.874,-1.984
2420,2421,Wrong Turn,-0.696,0.276,0.319,0.332,0.332,1.154,0.274,-0.861,0.725,1.034
2421,2422,Mr. Destiny,-0.599,-0.680,-0.831,-0.913,0.499,0.287,0.321,-0.960,0.546,-0.043
2422,2423,She-Devil,-0.251,0.195,-0.144,-0.260,-0.346,-0.298,1.211,0.700,0.105,0.923
2423,2424,The Greatest Game Ever Played,1.057,0.935,0.077,-0.238,1.149,-0.188,1.563,0.250,-0.950,1.017
2424,2425,Bait,-0.593,1.363,1.276,0.145,-0.671,-0.127,0.924,-0.949,-0.574,-0.410
2425,2426,Jackie Chans First Strike,-0.665,-0.580,0.138,-1.204,-0.300,-0.588,-0.716,0.528,-0.505,-2.329
2426,2427,Stephen Kings Thinner,0.422,-0.331,0.505,0.163,1.119,-0.134,-0.678,1.523,0.372,0.962
2427,2428,Alpha Dog,-0.446,0.855,-0.194,0.468,0.245,0.694,0.697,0.271,0.016,-0.722
2428,2429,Bangkok Dangerous,0.966,0.902,0.090,-1.455,-0.585,0.346,-1.335,-0.206,-0.448,0.249
2429,2430,Youth in Revolt,0.668,0.124,0.053,0.646,-0.469,-0.335,0.350,-1.113,-1.585,0.136
2430,2431,Quick Change,0.271,-0.919,-0.507,0.721,-0.476,-0.143,0.471,-0.489,-0.521,0.879
2431,2432,Dungeons & Dragons,0.705,-0.031,0.291,0.325,-1.192,1.422,-2.097,0.254,0.517,1.073
2432,2433,Needful Things,-1.448,-0.128,-0.724,1.363,0.332,1.391,0.195,0.172,-1.520,-0.108
2433,2434,Grease 2,0.719,-0.634,0.812,-0.461,-0.975,0.007,-0.563,-0.011,0.280,-0.823
2434,2435,The Corruptor,0.177,0.138,-0.183,-0.035,0.259,0.279,0.201,0.952,0.715,0.199
2435,2436,Pure Country,-0.065,-1.448,-0.261,-2.037,1.317,-0.509,-0.048,0.225,-0.305,-1.502
2436,2437,Arthur and the Invisibles,0.733,-1.715,-0.042,-0.082,-0.740,0.806,-1.247,-0.798,-0.044,0.236
2437,2438,"The Goods: Live Hard, Sell Hard",0.150,0.226,0.463,-2.042,-0.161,-0.849,-0.444,0.502,0.059,0.792
2438,2439,Halloween: The Curse of Michael Myers,-0.097,-0.539,0.126,1.051,-1.747,0.171,0.641,-0.438,0.161,0.458
2439,2440,The Adventures of Pinocchio,0.283,-1.450,0.755,-0.555,-0.573,0.542,0.526,0.904,0.618,1.311
2440,2441,Ponyo,-0.816,0.201,0.461,-1.071,0.170,-1.067,0.195,0.378,0.152,-1.388
2441,2442,The Invasion,-0.140,-0.023,0.307,0.566,0.998,-0.519,0.036,-1.497,-0.074,-0.912
2442,2443,American Psycho,-1.101,-0.205,-1.721,-0.571,0.925,0.369,0.196,-0.738,0.559,-1.425
2443,2444,Dead Man on Campus,-1.049,0.763,0.120,-0.738,-0.722,-0.553,-0.445,-0.835,-0.302,0.462
2444,2445,King Solomons Mines,-1.635,0.303,0.254,0.723,-0.690,-1.443,0.280,-0.311,-1.013,-0.348
2445,2446,Twilight,0.817,-1.040,0.169,-1.183,0.570,-1.462,0.472,0.347,0.584,-1.085
2446,2447,The Box,0.155,0.183,0.938,0.155,0.326,0.845,-0.051,0.234,0.355,-0.325
2447,2448,See No Evil,-0.359,0.482,0.420,0.767,-0.122,-0.592,-0.628,0.459,-0.178,-0.352
2448,2449,Judy Moody and the NOT Bummer Summer,-2.019,0.993,-0.914,-0.108,0.143,-1.421,0.449,-1.726,-0.572,0.454
2449,2450,Madonna: Truth or Dare,-0.530,-1.142,-1.139,0.520,-0.110,-0.021,0.868,-0.063,-1.031,0.424
2450,2451,The Cave,-0.472,-0.027,-0.118,-0.270,0.017,0.429,-0.323,-0.019,-0.039,0.406
2451,2452,Lions for Lambs,-0.178,-0.472,-0.911,0.671,0.585,0.076,0.326,0.221,-0.488,0.013
2452,2453,The Next Best Thing,0.628,-0.644,0.557,0.197,-0.694,-0.334,0.384,0.033,-0.203,0.286
2453,2454,Solaris,0.246,0.496,-0.254,0.884,-0.002,-0.893,0.525,-1.409,-1.407,0.881
2454,2455,Baby: Secret of the Lost Legend,-0.004,-0.762,0.021,-0.700,-1.041,-1.783,-0.446,-2.510,0.420,0.220
2455,2456,Get Carter,0.193,0.410,0.338,-0.026,0.811,0.688,-0.515,0.183,0.897,-0.023
2456,2457,The Night the Lights Went Out in Georgia,-3.794,-0.244,-0.010,0.101,-0.771,-0.351,0.166,0.476,-0.025,0.250
2457,2458,Election,-0.732,-0.409,-0.130,-1.713,0.285,0.025,-0.548,0.334,0.145,0.218
2458,2459,Last Chance Harvey,-0.687,-0.085,-0.817,-0.076,0.358,0.312,-0.722,-0.368,0.092,-0.123
2459,2460,Music of the Heart,-0.609,-0.344,0.331,0.147,0.566,-0.621,-1.032,-0.193,-0.364,-1.214
2460,2461,Once Around,-1.738,0.214,1.070,0.639,-0.327,-0.537,-0.246,0.014,1.293,0.192
2461,2462,All I Want for Christmas,-0.763,0.157,-1.715,-0.998,-0.322,-0.186,-0.931,0.755,-0.395,0.294
2462,2463,I Love You Beth Cooper,0.468,-0.741,-0.649,0.458,0.047,-1.061,1.128,-1.057,-0.367,-0.032
2463,2464,Ladybugs,0.276,-0.148,-2.145,0.437,-0.426,-0.992,-0.714,0.167,0.606,-0.195
2464,2465,Prom Night,0.442,-3.280,0.047,-0.115,-0.033,0.272,-0.264,0.671,-0.395,-0.600
2465,2466,Radio Days,-1.245,-0.043,-2.535,-0.918,-0.674,-0.442,0.302,0.753,-0.096,1.138
2466,2467,Fire Birds,0.322,-0.079,0.158,0.375,-1.637,-0.474,0.907,0.212,0.873,-1.407
2467,2468,My Soul to Take,0.207,-1.156,-1.303,-0.339,-0.060,-1.407,-0.230,-0.942,-1.324,0.745
2468,2469,Tristan and Isolde,0.547,0.513,-1.008,0.291,0.218,-0.287,0.039,-0.597,-1.091,-1.332
2469,2470,Flirting with Disaster,-0.322,-0.881,-0.060,-0.348,-1.108,-0.196,0.071,-0.433,-0.764,-0.754
2470,2471,Iron Monkey,0.642,0.178,0.109,-0.236,0.272,-1.397,-1.061,-3.600,-0.249,0.351
2471,2472,Arthur 2: On the Rocks,-0.085,-1.529,1.191,0.251,1.333,-0.072,-0.469,-0.920,-0.448,-0.284
2472,2473,Educating Rita,0.407,0.870,-0.390,-0.086,-0.720,-0.191,-0.572,0.773,-0.578,-0.324
2473,2474,Clue,-0.611,0.164,-0.722,-0.040,0.641,0.223,0.744,-0.961,0.382,1.731
2474,2475,My Week with Marilyn,1.597,0.717,-0.491,0.973,0.122,-0.065,0.646,-1.529,-0.085,-0.918
2475,2476,The Girl Next Door,-0.178,-0.450,-1.364,-1.253,-0.298,-0.495,0.981,0.513,0.022,0.003
2476,2477,Flight of the Intruder,0.034,1.315,0.895,-0.192,0.554,0.307,0.276,1.421,-1.745,-0.804
2477,2478,Wild at Heart,-1.520,0.921,-0.201,-0.437,0.034,-1.044,-0.359,-0.019,-0.929,1.148
2478,2479,The Chamber,0.577,0.959,0.916,0.490,1.228,-0.214,-0.019,0.666,-1.542,-0.817
2479,2480,Everyones Hero,0.241,-1.125,-0.264,-0.241,-0.130,1.188,1.232,-1.102,-0.826,-0.394
2480,2481,Excess Baggage,0.783,0.124,0.037,-1.030,-0.001,-0.407,-0.270,-1.008,0.046,-0.488
2481,2482,Maximum Risk,-0.066,0.716,0.160,0.088,0.788,-1.265,-0.760,-0.642,-0.059,0.338
2482,2483,Rich and Famous,0.330,0.900,-1.166,-0.433,1.602,-1.389,-0.185,0.412,-2.561,0.797
2483,2484,Psycho III,-1.592,-0.602,0.631,1.582,0.570,-0.059,-0.589,0.547,1.187,-0.294
2484,2485,Welcome to Mooseport,0.374,0.649,-0.012,0.259,-0.019,-0.231,0.230,0.070,-0.759,0.319
2485,2486,"Life, or Something Like It",-0.119,-1.107,-0.455,0.707,0.519,0.853,-0.322,-0.893,-0.475,0.637
2486,2487,Hollywoodland,-0.196,1.137,0.315,-0.689,-0.492,0.852,0.410,0.003,-0.817,-0.729
2487,2488,Snow Falling on Cedars,1.311,-1.277,0.396,-0.366,-0.652,0.420,-0.207,0.222,1.522,-0.748
2488,2489,Tea with Mussolini,0.197,-0.550,-0.572,0.031,-0.897,-0.246,-0.828,1.249,0.561,0.536
2489,2490,Halloween III: Season of the Witch,0.240,0.501,0.400,-0.817,0.974,-0.584,0.535,0.343,-1.545,0.249
2490,2491,Godsend,-0.452,-0.299,-1.171,0.655,0.234,-0.443,0.643,0.564,-0.018,-0.302
2491,2492,Dark City,-0.659,-0.697,0.747,-0.081,0.278,1.576,0.115,1.356,-0.571,0.973
2492,2493,Awake,0.344,0.065,-0.180,-0.083,-0.084,0.149,-1.198,-1.309,-0.271,1.021
2493,2494,Ishtar,-0.120,0.997,-0.159,-0.071,-1.013,2.107,0.291,0.729,0.611,-1.003
2494,2495,The Buddy Holly Story,1.538,0.319,0.247,0.733,-0.114,-0.690,-1.377,0.221,-0.789,-0.104
2495,2496,Capitalism: A Love Story,-0.364,-0.043,-1.097,0.051,0.203,0.433,0.795,0.129,0.977,-0.341
2496,2497,Memoirs of an Invisible Man,-0.532,0.797,2.407,0.983,-1.447,-0.277,-0.884,0.422,0.620,-0.124
2497,2498,Rapid Fire,1.420,-0.178,-1.215,0.585,1.296,0.567,-0.122,-0.232,0.859,-0.666
2498,2499,Friday the 13th Part VIII,1.097,-0.847,-1.674,0.218,0.425,1.332,0.177,0.412,-0.304,0.212
2499,2500,Lockout,0.584,-0.427,-0.277,1.001,-0.664,0.220,-0.599,0.181,-0.164,1.115
2500,2501,Ballistic: Ecks vs. Sever,0.168,0.134,0.085,-0.788,0.129,-0.142,-0.412,0.161,-0.059,1.353
2501,2502,The Mosquito Coast,0.115,0.271,-0.612,-0.334,-1.317,-0.392,-1.120,0.960,0.293,-0.513
2502,2503,Supergirl,0.721,-0.908,1.715,-0.519,-0.841,-0.129,-1.656,0.545,0.630,-0.560
2503,2504,The Messenger: The Story of Joan of Arc,0.241,-1.312,-0.393,-0.697,0.813,-0.853,0.445,-0.561,0.372,0.298
2504,2505,Josie and the Pussycats,1.334,-0.410,0.124,-0.901,-0.526,0.640,0.263,1.729,-1.107,1.350
2505,2506,Freddy Got Fingered,-0.195,0.646,-0.728,-0.965,-1.444,-0.046,-1.288,-1.007,-0.142,0.157
2506,2507,Amelia,-1.143,-0.283,-0.557,0.375,-0.091,1.581,-0.254,1.325,-0.938,-1.360
2507,2508,Return of the Living Dead,-1.289,0.667,1.289,0.282,1.054,1.083,-0.116,0.804,-1.413,0.078
2508,2509,Supernova,1.411,-0.814,1.083,0.505,-0.790,-1.518,-0.104,-0.471,-1.088,1.710
2509,2510,Scanners,0.192,-0.497,-0.643,-1.040,0.502,2.109,-0.474,-0.818,-0.530,1.248
2510,2511,Alex and Emma,0.354,-0.803,-1.544,-0.492,1.155,-1.559,1.900,-0.414,-0.360,0.190
2511,2512,A Chorus Line,0.291,2.723,0.232,0.372,0.082,-1.291,1.577,-0.026,-0.839,-1.260
2512,2513,How to Deal,-1.167,-0.455,0.404,1.042,-0.837,-0.137,0.072,-0.071,-1.301,0.189
2513,2514,Disaster Movie,0.762,-0.177,0.443,0.856,0.712,-0.304,1.197,-1.597,0.690,-0.745
2514,2515,Soul Plane,-0.222,0.252,1.125,-1.037,-1.912,-1.958,-0.435,0.203,0.831,0.890
2515,2516,Prince of Darkness,0.325,-1.922,0.575,1.220,0.624,0.611,-0.845,-0.009,-0.561,-0.934
2516,2517,Dirty Dancing: Havana Nights,-1.298,0.385,-1.062,0.089,-1.220,-0.811,-0.688,1.054,1.305,0.527
2517,2518,Cool World,-0.789,-0.418,1.012,0.565,1.637,0.233,-1.184,-0.098,-0.746,-1.135
2518,2519,Dragonslayer,-0.757,0.411,0.220,-1.509,-0.574,-0.514,0.968,1.098,-0.717,-0.349
2519,2520,Tomboy,0.041,-1.600,0.464,0.285,-0.087,0.480,0.046,0.039,-0.804,-0.706
2520,2521,Diner,0.084,-0.842,-0.868,-1.209,0.440,-0.614,-1.711,-0.429,0.186,-1.544
2521,2522,New York Minute,-1.311,1.213,-0.397,-1.350,-0.489,-0.759,0.144,-0.675,0.755,-0.389
2522,2523,Fairy Tale: A True Story,-0.215,-0.559,-0.324,-1.966,-0.857,-0.056,1.635,1.253,-0.927,-0.088
2523,2524,Blues Brothers 2000,-0.286,-0.036,-0.368,0.485,1.205,0.034,-0.400,1.126,0.286,0.967
2524,2525,Private School,-0.794,-1.262,0.367,0.319,0.564,0.247,0.644,1.084,-1.122,-0.271
2525,2526,Stealing Harvard,0.846,0.566,-0.303,-0.454,-0.520,-0.928,-0.193,0.884,-0.164,-1.400
2526,2527,Virus,-0.545,1.346,-0.389,-1.345,-0.880,0.073,-1.620,-0.452,-0.561,0.915
2527,2528,The Good Girl,-0.344,-0.089,-0.197,0.501,0.412,-0.074,0.223,0.575,1.131,-0.891
2528,2529,In Too Deep,-0.673,-0.497,-0.496,1.437,1.034,-0.284,-1.671,-0.396,-0.099,-0.333
2529,2530,Whats Your Number?,-0.402,0.750,0.939,0.393,-0.450,-1.148,0.868,-0.954,-2.166,-0.914
2530,2531,Def Jams How to Be a Player,0.006,0.196,-0.460,1.054,-0.384,0.207,0.900,1.004,0.463,-0.032
2531,2532,Missing,0.876,1.628,0.051,0.103,1.829,0.707,-0.894,1.029,-0.492,-0.438
2532,2533,On a Clear Day You Can See Forever,-0.854,0.228,-1.123,0.196,-0.889,0.491,-0.345,0.985,-0.545,-0.863
2533,2534,101 Dalmatians,1.089,1.847,0.208,0.031,0.636,-0.433,-1.142,-1.301,-0.744,-0.798
2534,2535,Follow That Bird,0.222,0.477,1.004,-0.918,-0.609,0.468,0.213,0.375,-1.081,-0.173
2535,2536,Candyman: Farewell to the Flesh,-1.060,-0.255,0.553,-1.777,-1.415,0.749,-2.165,-0.064,0.408,-0.639
2536,2537,Hot Rod,-0.093,1.444,0.104,-0.345,-1.441,0.660,-0.501,0.099,0.206,-1.205
2537,2538,Firehouse Dog,-2.124,0.135,-0.182,0.804,-0.909,-1.064,0.056,1.333,-0.003,-0.916
2538,2539,Out Cold,1.728,0.801,0.901,-0.786,0.046,0.784,-1.068,-0.514,0.155,-0.149
2539,2540,The Deep End of the Ocean,-0.459,-1.576,-0.097,-0.388,0.213,0.896,0.106,-0.985,0.701,-0.605
2540,2541,Monsoon Wedding,-0.664,-2.143,0.060,-1.044,-1.372,-0.466,-0.924,-0.064,1.363,1.300
2541,2542,My Stepmother is an Alien,-1.100,-1.086,-0.854,-0.135,-2.143,1.047,-0.415,-0.253,-0.378,0.389
2542,2543,The Duchess,0.502,0.273,-0.071,0.496,-0.094,1.624,-0.309,0.394,1.202,0.480
2543,2544,One Day,0.479,0.676,-0.524,2.691,-1.202,-0.236,-0.851,-0.621,-2.029,-0.998
2544,2545,The Milagro Beanfield War,0.678,-1.327,-1.161,0.221,-0.690,-0.480,-0.443,1.221,0.194,0.278
2545,2546,Fly Me to the Moon,0.541,-0.723,1.352,0.211,-1.324,-0.321,-0.838,0.030,0.505,-0.477
2546,2547,Repo Men,1.081,-0.492,-1.292,1.646,0.374,0.924,-0.960,-0.287,0.707,-0.888
2547,2548,Letters from Iwo Jima,-0.062,-0.240,0.229,-0.677,-0.236,0.327,1.084,-0.371,-0.323,-0.851
2548,2549,Broken Flowers,-0.855,-0.932,-0.270,0.224,-0.298,-0.440,-0.509,0.721,-0.191,-0.397
2549,2550,Great Balls of Fire!,1.078,-1.208,0.063,-0.941,0.410,-1.041,0.241,-0.437,0.768,0.724
2550,2551,The Tailor of Panama,1.249,0.482,0.690,0.839,0.674,-0.560,1.281,0.040,1.369,0.358
2551,2552,Hey Arnold! The Movie,2.049,0.691,0.847,0.097,0.191,-0.273,-0.491,0.233,-0.135,-0.322
2552,2553,The Man Who Knew Too Little,0.135,0.273,-0.279,-0.578,1.701,-0.325,0.664,-1.141,-0.747,-0.464
2553,2554,The Wings of the Dove,0.928,0.767,-0.922,0.376,-0.240,-1.482,-0.736,0.810,-0.637,-0.433
2554,2555,Return to Snowy River,0.402,0.066,1.018,0.262,-0.305,0.377,-0.502,0.748,-0.683,-0.165
2555,2556,Crank: High Voltage,0.193,-0.425,0.920,1.776,-0.425,0.194,0.635,1.074,0.020,0.258
2556,2557,Nixon,-0.061,0.650,2.083,0.597,0.622,-0.361,0.149,0.062,1.173,-0.065
2557,2558,One Magic Christmas,0.732,-0.216,-0.143,-1.391,0.142,-0.611,-1.056,0.267,-0.319,-1.031
2558,2559,Juwanna Mann,0.857,-0.335,0.420,0.694,-0.252,1.101,-0.436,-1.114,0.887,0.832
2559,2560,Warrior,0.203,-0.004,-0.931,-0.654,0.621,-0.824,0.645,0.584,-0.722,0.759
2560,2561,Crooklyn,1.994,0.814,0.802,-0.266,0.579,1.763,1.161,0.762,-0.151,-0.447
2561,2562,The Ladies Man,-0.547,0.290,0.090,1.586,1.645,0.225,0.304,-1.085,0.434,1.174
2562,2563,The Crush,0.476,-0.718,-0.992,0.171,-0.797,0.677,-0.515,0.105,-0.014,-0.155
2563,2564,Osmosis Jones,-0.536,1.019,-0.681,-0.247,-1.227,-0.522,-0.532,1.219,1.055,1.504
2564,2565,Hush,1.033,-0.231,1.390,1.165,1.387,0.846,0.729,0.022,0.022,-0.974
2565,2566,The Little Vampire,-1.119,0.325,-0.547,0.454,-1.892,-1.227,-1.038,0.119,1.073,-0.330
2566,2567,The Namesake,-1.150,-0.754,-1.311,-0.545,-2.152,0.916,1.557,-0.586,0.364,-1.191
2567,2568,Envy,-0.631,-0.341,-0.273,0.924,1.610,-0.470,-0.704,-0.197,0.236,-1.159
2568,2569,The Haunting of Molly Hartley,0.283,0.263,-0.511,1.146,1.823,0.140,-0.573,0.205,0.041,-0.168
2569,2570,Tomcats,0.029,1.207,1.382,0.090,-1.330,0.941,-0.098,-0.898,0.070,-0.886
2570,2571,Shaun of the Dead,-0.719,0.027,-0.339,0.128,0.079,-0.689,-0.306,1.032,1.091,-1.664
2571,2572,Africas Elephant Kingdom,0.384,-1.437,-1.129,-1.252,-0.850,-0.808,-0.355,1.590,-0.810,1.906
2572,2573,De-Lovely,-0.896,-1.197,0.774,-0.136,0.912,0.287,-0.373,1.773,-0.594,1.571
2573,2574,The Grifters,0.289,0.765,0.053,0.940,-0.845,-0.104,-0.354,-0.092,0.359,0.061
2574,2575,Bio-Dome,0.042,-0.160,-0.121,0.273,0.940,-0.556,0.546,-1.164,-0.457,-1.888
2575,2576,Secrets & Lies,-0.645,0.062,-0.290,1.000,0.899,0.368,-0.684,0.615,0.583,-1.000
2576,2577,A Kid in King Arthurs Court,-0.465,0.114,-0.304,0.709,-1.061,-0.923,0.736,-1.598,0.065,-0.728
2577,2578,Alfie,0.805,0.152,-0.010,-0.663,-0.317,-0.497,0.056,0.867,-1.356,-0.056
2578,2579,One Night with the King,-1.566,0.050,-0.653,0.278,0.027,-0.301,0.468,0.247,-0.635,0.882
2579,2580,Friends with Money,-0.325,0.581,-0.153,1.012,1.255,0.814,1.253,1.917,-0.604,1.316
2580,2581,Ghost Town,-0.942,0.888,-1.241,0.830,0.017,-1.265,0.719,-0.981,-0.045,-1.219
2581,2582,Mr. Saturday Night,0.266,0.305,-0.213,-0.008,0.090,-0.352,-0.676,0.154,-0.291,1.934
2582,2583,The Comebacks,-0.165,0.094,-0.671,0.645,0.606,0.561,-0.864,1.756,0.676,-1.219
2583,2584,American Outlaws,0.267,1.296,1.064,0.700,2.076,1.288,1.879,0.883,0.516,-1.210
2584,2585,Ghosts of Mississippi,-0.472,-0.065,0.608,-0.280,-0.336,0.910,0.664,-1.213,-0.072,-0.586
2585,2586,Sugar & Spice,0.837,0.358,1.502,-1.089,-0.350,0.478,0.679,-1.036,1.804,0.259
2586,2587,The Tree of Life,0.207,0.298,0.910,0.124,1.520,0.622,0.177,-1.897,-0.395,1.102
2587,2588,The Pick-Up Artist,0.187,-0.138,-0.553,-1.347,-0.535,-0.269,0.387,-0.118,0.917,-0.001
2588,2589,Body of Evidence,0.773,0.227,-0.947,0.706,0.601,0.453,0.430,-0.713,-1.115,-1.442
2589,2590,Class Act,-1.785,0.070,-2.067,-0.293,-0.082,-1.743,-1.948,1.606,-2.044,0.698
2590,2591,The Mod Squad,-0.103,-0.771,0.505,-0.470,-1.544,-0.366,0.531,-0.103,-0.235,0.246
2591,2592,Case 39,0.236,-0.147,0.428,-1.754,-0.434,-2.343,-0.161,-0.912,0.546,0.346
2592,2593,Visiting Hours,0.986,0.284,-1.925,1.573,0.207,0.431,-1.198,0.144,-0.743,-0.735
2593,2594,fear dot com,1.456,0.842,0.104,-0.062,0.576,-1.638,0.607,-1.225,0.497,-0.231
2594,2595,Trespass,1.198,-2.058,-1.991,0.563,-0.189,-1.138,-0.027,-0.054,0.076,0.580
2595,2596,Daddy Day Camp,-0.620,1.901,1.081,0.127,0.129,0.239,0.268,-0.106,-0.618,0.739
2596,2597,Enchanted April,0.405,0.224,-0.132,-0.346,0.241,1.962,-0.460,0.789,-1.136,0.793
2597,2598,Rosewood,0.514,0.733,0.763,0.232,0.702,-0.233,1.668,-0.263,-0.192,0.584
2598,2599,Jason X,0.537,-0.326,-0.460,0.034,-0.536,-0.481,-0.026,1.264,0.031,-0.367
2599,2600,Dr. T and the Women,0.310,-0.386,0.166,-0.483,1.591,1.644,-1.665,-0.327,0.419,0.318
2600,2601,Back to the Beach,-1.583,-0.858,-0.401,-0.780,-0.082,-0.096,0.792,0.513,0.860,0.426
2601,2602,Frailty,-1.598,-0.062,-0.042,-1.503,0.748,-0.039,-0.227,-0.151,0.271,0.415
2602,2603,The Rum Diary,0.134,1.048,-0.074,-0.264,-0.724,-0.791,1.284,1.152,-0.338,0.860
2603,2604,The Evil That Men Do,0.639,-0.208,-0.014,0.495,-1.772,-0.319,-0.109,1.552,-1.252,-0.592
2604,2605,Flyboys,-1.702,0.355,-0.995,0.286,1.335,-0.611,-0.256,-0.285,-0.820,-0.157
2605,2606,American Me,-0.192,1.648,0.019,-0.004,-0.140,1.428,0.035,-0.069,0.777,-0.128
2606,2607,Cats Eye,-0.110,0.266,-0.991,-0.396,0.137,-0.590,1.095,0.968,-0.476,-0.111
2607,2608,25th Hour,-0.600,0.765,-0.961,0.300,0.452,-0.418,-0.905,-0.325,-0.995,0.030
2608,2609,Clockers,0.369,1.580,0.603,0.888,0.936,0.142,-0.026,-0.464,-0.155,2.043
2609,2610,The Big Fix,-0.350,-0.722,1.160,0.677,-1.220,-1.219,-1.053,-0.106,-0.170,0.169
2610,2611,Whip It,-0.847,0.495,-0.968,-0.174,0.894,0.389,0.534,0.838,-1.078,-0.447
2611,2612,How to Eat Fried Worms,0.711,0.094,0.842,-0.447,0.745,-1.111,-0.449,0.714,-1.813,-0.562
